teslimat_saati,bolge_yogunlugu,kullanici_gecmis_basarisi,adres_tipi,hafta_sonu_mu,basari_ihtimali,onerilen_yontem,karbon_kazanci_gram
19,55.5,100.0,2,0,39.54,1,880.52
11,18.82,49.15,0,0,41.23,2,757.75
21,17.91,64.92,1,0,43.05,2,707.17
15,8.69,78.12,1,1,80.38,2,323.93
13,76.02,53.28,2,0,10.82,1,1245.23
15,69.37,85.01,0,0,26.28,1,1004.56
14,18.79,65.87,0,0,46.89,2,749.54
17,41.56,85.28,1,1,53.75,2,585.65
11,34.4,83.72,2,0,46.32,2,707.45
12,24.18,67.14,0,0,48.23,2,752.43
20,18.88,100.0,0,0,70.41,0,365.78
21,22.3,58.69,0,1,42.43,2,761.74
20,64.75,98.98,1,0,36.09,1,924.46
13,70.7,95.5,0,0,36.85,1,943.69
18,60.34,100.0,0,0,44.02,2,708.46
14,44.07,75.48,1,0,53.02,2,683.28
14,18.22,56.23,0,1,45.88,2,714.78
10,38.33,100.0,0,1,59.73,2,584.45
15,74.33,65.31,0,0,20.77,1,1082.3
10,51.54,55.73,0,1,28.27,1,1061.23
12,12.96,68.2,0,0,63.01,2,522.9
19,39.32,52.37,0,1,25.62,1,1002.73
10,14.67,82.52,0,0,73.66,0,330.21
8,55.23,59.89,1,0,24.19,1,1098.73
8,21.81,66.25,0,1,43.93,2,788.48
21,24.39,91.36,1,1,69.97,2,443.22
14,52.09,84.47,0,1,44.95,2,764.99
13,3.76,72.31,0,1,76.95,0,264.0
18,25.02,75.42,2,0,49.06,2,709.01
18,18.29,72.25,0,0,60.75,2,561.87
12,27.25,63.38,0,0,47.81,2,619.4
16,45.26,71.95,2,0,39.14,1,850.36
17,58.79,81.82,1,0,42.02,2,781.97
16,70.91,69.48,1,0,31.29,1,979.5
9,44.72,80.4,1,0,46.56,2,720.36
19,56.48,55.27,0,0,28.95,1,1005.32
14,26.29,59.92,2,0,40.34,2,832.16
11,3.42,57.31,2,0,44.34,2,758.5
13,39.19,60.7,0,0,33.66,1,876.13
7,43.22,97.74,1,1,56.82,2,656.63
9,30.28,86.52,0,0,63.94,2,455.52
17,39.26,50.46,1,0,28.63,1,1035.15
0,35.55,80.75,0,0,32.61,1,911.74
13,28.98,64.19,0,1,45.2,2,780.26
14,49.79,58.35,0,0,24.98,1,1041.89
8,57.61,42.29,0,1,6.6,1,1282.37
22,53.33,91.44,0,0,18.78,1,1065.1
10,42.24,44.72,0,0,23.92,1,1084.83
11,29.68,70.96,1,0,56.15,2,618.66
11,13.6,53.07,2,1,46.61,2,739.21
11,44.64,87.52,0,0,41.64,2,808.79
0,56.24,65.31,2,0,11.28,1,1220.01
17,21.99,69.31,0,0,51.43,2,656.48
21,51.7,69.99,1,0,33.48,1,923.88
10,24.73,78.05,0,1,66.73,0,385.91
16,83.33,72.26,2,0,14.43,1,1213.07
17,20.26,71.13,1,0,60.55,2,528.23
19,20.62,61.63,0,0,45.83,2,674.72
13,58.1,40.51,0,0,12.76,1,1167.31
11,27.21,49.63,2,0,32.88,1,973.59
12,69.52,86.37,1,0,28.65,1,997.14
17,47.65,65.88,0,0,41.51,2,799.97
18,65.25,58.72,0,1,23.89,1,1003.29
10,21.34,43.89,1,0,34.12,1,851.13
12,24.26,37.61,2,1,23.11,1,1080.55
20,41.66,57.94,0,1,30.27,1,1016.84
18,56.8,89.76,2,0,27.07,1,973.78
22,8.21,60.86,0,0,37.95,1,910.37
17,58.41,80.01,2,1,30.73,1,1017.01
13,44.86,59.94,1,0,38.69,1,885.62
15,52.02,84.78,0,0,43.74,2,782.17
16,29.1,64.96,0,0,46.56,2,727.04
8,68.22,47.36,1,0,5.93,1,1271.01
14,12.81,66.62,1,0,57.79,2,611.15
16,48.19,100.0,2,1,45.93,2,786.19
10,64.5,100.0,1,0,42.31,2,755.58
18,18.63,81.73,0,1,72.93,0,322.26
15,7.66,69.26,2,0,56.31,2,574.57
21,62.78,78.08,1,0,40.57,2,797.81
7,57.91,78.34,1,0,38.63,1,881.7
11,33.5,71.2,1,0,58.29,2,615.3
15,41.49,80.82,2,1,48.19,2,744.28
11,44.5,76.16,0,0,44.57,2,768.84
17,61.07,65.68,1,1,31.46,1,1003.89
17,43.34,48.09,0,1,19.59,1,1093.82
9,19.86,62.8,0,0,45.07,2,710.49
14,18.89,87.99,0,0,70.26,0,369.96
14,66.79,71.37,1,1,28.02,1,1014.38
12,12.12,78.01,0,0,67.93,0,444.86
20,56.28,66.34,0,1,28.77,1,947.14
18,27.42,50.81,0,0,26.36,1,1052.25
16,5.55,67.23,0,0,66.03,0,425.78
17,53.69,51.55,1,1,27.89,1,992.5
13,45.38,50.27,0,1,27.9,1,986.2
20,38.75,96.11,0,1,60.27,2,546.6
16,27.34,63.6,0,0,40.98,2,738.97
17,77.41,57.17,0,1,12.38,1,1245.18
19,39.88,100.0,0,0,55.53,2,694.66
11,33.39,88.3,2,0,48.67,2,685.73
18,21.85,64.57,1,1,48.26,2,681.65
10,18.05,80.55,0,0,60.25,2,517.73
12,52.44,67.28,0,0,31.68,1,937.0
12,31.18,58.15,2,0,34.77,1,915.1
22,1.72,81.49,0,0,55.98,2,644.56
19,24.01,65.51,1,1,48.45,2,794.36
16,62.15,73.51,1,0,24.04,1,1039.8
17,53.92,92.43,1,1,49.88,2,654.38
15,25.2,90.22,2,1,62.94,2,489.62
21,59.83,61.0,0,0,25.24,1,1060.65
14,67.37,81.72,0,0,22.93,1,1085.22
12,74.21,49.44,1,0,3.92,1,1305.94
10,64.38,81.01,2,1,14.25,1,1165.72
18,36.03,74.97,2,0,41.16,2,826.92
17,48.92,79.58,1,1,47.59,2,731.9
12,45.24,66.05,2,0,31.39,1,994.9
6,65.85,100.0,0,0,21.08,1,1108.18
19,47.45,53.97,0,0,17.57,1,1133.49
3,11.62,91.43,0,0,47.12,2,693.1
16,5.79,51.37,0,1,52.65,2,663.82
22,58.39,82.09,1,1,26.48,1,1044.96
13,30.26,83.52,2,0,50.6,2,689.78
11,37.99,73.1,1,0,42.16,2,727.19
16,12.72,62.09,1,0,54.79,2,632.75
18,7.15,74.82,0,0,69.7,0,354.32
14,54.14,77.34,1,0,40.44,2,768.41
21,69.98,100.0,0,0,26.2,1,1057.44
7,40.58,54.55,1,0,37.21,1,908.85
14,50.21,60.88,0,0,27.43,1,1091.43
17,34.79,77.69,1,1,64.95,2,515.11
19,58.29,66.88,0,0,26.19,1,1026.77
10,58.91,70.0,1,0,32.18,1,960.6
18,60.42,93.41,0,0,41.63,2,745.23
14,44.56,15.59,0,1,5.96,1,1315.43
13,22.81,60.04,0,0,44.7,2,753.07
9,35.67,37.15,1,0,20.17,1,1117.9
19,56.25,48.08,1,1,26.54,1,999.55
9,45.46,100.0,2,0,50.77,2,694.17
12,27.87,83.96,1,0,72.11,2,386.63
11,52.47,91.03,0,0,44.3,2,731.84
19,28.91,70.39,1,1,57.53,2,593.42
16,32.51,87.17,0,0,55.1,2,601.39
18,54.65,36.67,0,0,21.56,1,1067.45
11,57.72,92.77,1,0,41.16,2,784.63
15,18.91,55.6,0,0,45.1,2,769.06
15,50.32,61.37,0,0,34.13,1,967.25
18,25.22,82.1,1,0,79.17,2,351.14
20,32.46,78.33,1,0,56.48,2,616.89
3,7.45,73.69,1,0,57.09,2,580.69
16,72.03,44.74,0,0,9.79,1,1266.2
7,66.95,74.0,2,0,19.5,1,1063.98
14,75.34,91.21,1,0,24.26,1,1071.86
11,54.4,61.35,1,0,37.81,1,921.46
12,27.6,98.3,1,0,77.55,2,346.65
12,39.28,54.55,1,0,43.08,2,741.41
15,15.64,72.13,0,0,54.34,2,626.8
12,65.15,100.0,1,1,47.25,2,690.27
17,42.68,58.37,1,1,34.34,1,953.34
13,41.13,93.08,0,0,59.06,2,599.6
8,54.99,100.0,1,0,37.76,1,910.27
18,26.97,75.42,1,1,66.71,2,491.1
11,25.25,61.46,1,0,45.72,2,754.14
13,22.29,56.55,0,0,49.12,2,716.82
16,34.75,98.09,0,1,71.43,0,319.52
12,30.69,97.53,0,0,64.59,2,458.75
8,32.94,100.0,1,0,65.59,2,501.25
12,48.75,71.34,0,0,41.3,2,812.09
21,65.44,92.76,0,1,25.67,1,994.5
16,57.67,71.02,2,1,23.24,1,1073.15
16,63.27,54.34,0,1,15.6,1,1196.63
15,38.0,94.48,1,0,58.37,2,576.09
10,50.95,100.0,2,0,38.77,1,930.45
13,27.59,51.59,1,0,45.71,2,771.47
17,73.15,51.21,1,0,17.91,1,1129.57
9,34.74,72.8,2,1,36.42,1,901.94
11,66.43,91.12,2,0,24.98,1,1039.78
11,42.18,49.32,1,0,25.58,1,1047.09
13,34.02,76.54,0,0,54.81,2,587.12
22,51.96,60.19,0,0,17.99,1,1093.32
8,70.33,86.02,1,0,16.14,1,1088.15
14,26.31,56.04,2,0,38.02,1,893.16
10,34.09,87.44,1,0,66.42,2,544.09
22,15.52,68.84,1,0,40.01,2,740.18
9,67.02,53.26,0,0,16.24,1,1149.57
13,18.66,73.27,0,1,58.07,2,576.76
17,75.78,33.24,0,0,14.27,1,1174.19
16,69.32,60.82,1,0,18.37,1,1167.3
13,20.97,78.75,0,0,58.62,2,549.88
12,25.87,36.56,0,0,26.85,1,969.44
13,61.66,20.58,1,1,8.08,1,1237.06
11,40.6,25.21,0,1,19.17,1,1099.94
10,2.63,98.54,2,0,92.44,0,23.79
14,36.23,70.46,0,0,51.05,2,674.73
11,40.47,61.35,2,0,30.96,1,942.91
11,57.73,90.9,0,0,39.95,1,868.07
16,18.75,63.91,0,1,61.96,2,525.54
22,86.44,77.37,1,0,15.72,1,1129.19
15,59.51,72.52,2,0,22.04,1,1112.19
8,81.96,62.58,0,0,12.56,1,1190.87
8,47.56,77.88,1,0,40.31,2,797.95
21,2.75,87.47,2,0,73.53,0,335.24
11,37.16,68.3,0,1,51.28,2,673.25
8,48.41,62.79,1,0,25.08,1,1053.4
15,10.01,65.15,0,1,58.11,2,558.0
15,9.04,26.04,0,0,28.23,1,977.93
16,58.79,77.66,0,1,34.34,1,942.61
11,15.66,47.82,0,0,29.19,1,970.83
4,57.67,84.59,0,0,16.74,1,1172.99
21,36.18,70.19,0,0,43.63,2,752.54
11,61.93,74.1,0,0,32.41,1,980.58
16,42.99,86.01,1,0,47.19,2,684.16
16,50.77,53.47,1,0,34.45,1,902.35
15,14.99,79.38,1,0,73.24,2,451.43
12,61.84,77.35,0,0,24.4,1,1052.7
11,84.5,68.3,2,1,7.2,1,1290.99
15,52.61,53.44,0,0,19.21,1,1077.1
19,10.43,83.9,0,0,64.56,2,496.79
21,24.13,86.07,1,0,55.31,2,655.38
9,59.05,74.27,1,1,34.76,1,885.94
9,56.66,50.59,0,1,25.96,1,1106.74
21,67.19,61.45,0,0,11.41,1,1219.15
17,22.9,70.79,1,1,63.13,2,497.89
19,17.62,85.77,0,1,62.75,2,537.61
10,15.56,40.33,0,0,37.4,1,934.47
15,31.59,60.72,2,0,25.81,1,1015.48
16,33.87,63.95,0,0,45.85,2,709.34
16,67.6,70.34,1,0,15.98,1,1165.76
13,36.98,45.97,0,0,27.92,1,1028.81
4,48.5,67.65,0,0,20.84,1,1093.94
15,58.41,65.79,0,0,25.56,1,1055.34
11,44.81,51.25,1,0,23.46,1,1094.03
13,48.52,69.64,0,1,45.95,2,733.85
21,11.24,61.18,1,0,47.32,2,691.38
13,40.71,81.91,2,0,37.67,1,897.32
19,76.21,54.29,1,1,22.4,1,1133.88
10,39.2,73.8,0,0,46.48,2,732.2
16,25.35,55.83,0,0,35.41,1,962.34
22,30.88,60.0,0,0,28.39,1,993.89
9,44.1,77.95,0,1,44.57,2,753.05
1,48.51,76.69,2,0,16.44,1,1176.54
13,43.66,63.66,2,1,30.1,1,1033.72
8,50.32,66.61,0,1,29.4,1,1034.01
17,69.22,42.93,0,0,19.54,1,1081.89
20,32.79,100.0,2,0,53.5,2,672.58
13,66.44,85.75,1,0,31.08,1,1027.58
11,46.82,85.03,0,0,41.14,2,769.06
13,42.81,40.1,0,0,28.41,1,982.21
17,39.61,60.09,0,1,42.62,2,767.86
2,15.79,65.31,2,0,38.59,1,892.26
15,72.63,33.38,0,0,9.69,1,1223.17
15,28.32,89.8,1,0,62.81,2,490.64
15,34.48,100.0,0,0,70.96,0,392.7
11,92.92,100.0,2,0,6.66,1,1244.33
17,38.2,51.08,0,0,30.02,1,974.5
8,40.18,74.35,0,1,41.94,2,780.05
10,19.7,98.46,0,0,80.18,0,193.64
19,16.86,66.93,1,1,52.5,2,603.57
17,4.97,60.66,0,1,58.93,2,559.94
4,3.65,34.68,1,0,16.21,1,1180.26
11,52.12,94.65,0,0,45.75,2,736.67
10,29.62,71.61,0,0,57.05,2,533.58
11,0.67,57.41,0,0,48.05,2,745.1
11,78.07,77.68,1,0,19.38,1,1141.36
8,62.1,75.06,0,0,27.52,1,1025.45
13,31.04,75.37,0,0,56.05,2,612.31
17,69.57,67.66,1,0,18.91,1,1143.24
15,57.63,100.0,0,0,36.86,1,977.45
16,39.01,69.33,0,0,39.35,1,904.23
8,12.4,100.0,0,0,80.42,0,243.9
21,34.85,83.28,0,0,40.28,2,759.77
19,32.53,79.02,1,1,49.34,2,692.85
18,23.47,69.73,0,0,51.07,2,690.33
18,45.29,91.48,0,1,47.67,2,704.51
20,57.5,74.26,1,0,31.04,1,961.85
14,37.76,53.36,0,0,40.28,2,813.25
10,10.64,52.69,1,0,45.77,2,701.06
15,18.45,80.45,0,1,68.16,0,408.13
17,78.93,53.85,1,0,12.44,1,1187.65
17,7.06,70.76,1,1,74.28,2,324.98
14,39.62,93.14,1,0,53.97,2,618.75
8,30.14,78.08,2,0,38.54,1,885.84
12,48.15,57.56,1,0,29.65,1,1010.74
20,46.61,100.0,1,1,58.67,2,589.09
15,41.2,82.96,0,1,53.31,2,601.53
14,62.39,92.36,0,0,26.97,1,1029.99
11,49.53,26.65,2,1,10.77,1,1204.7
12,40.27,78.62,2,1,41.87,2,766.7
20,46.81,88.84,0,0,52.31,2,622.38
16,68.14,100.0,0,0,33.32,1,948.63
18,38.93,42.72,2,0,18.1,1,1226.83
13,64.79,96.12,0,0,29.96,1,1046.17
15,63.39,100.0,0,1,36.55,1,881.42
11,18.11,31.65,1,0,30.32,1,988.08
16,19.32,81.57,0,1,71.53,0,332.22
13,48.69,84.35,0,1,46.44,2,726.93
13,68.83,65.46,1,1,22.51,1,1107.31
16,25.09,62.2,0,0,45.91,2,725.15
21,44.46,85.36,2,0,37.76,1,875.57
8,50.89,59.7,2,0,13.52,1,1222.51
18,4.08,67.66,1,1,74.64,2,347.25
11,50.72,88.25,2,0,36.25,1,920.67
13,24.21,100.0,0,0,67.53,0,345.09
6,40.09,82.76,1,0,50.27,2,646.03
11,8.0,74.67,1,0,77.12,2,376.87
14,23.48,61.67,0,0,47.26,2,692.51
8,40.82,51.79,0,0,24.19,1,1003.37
14,39.0,94.19,1,0,66.85,2,456.1
20,27.79,68.93,1,1,45.93,2,703.96
9,36.36,95.01,1,0,64.95,2,462.75
17,50.5,65.41,1,0,30.85,1,996.25
13,41.62,59.01,1,0,41.5,2,735.56
16,16.44,80.42,1,1,73.47,2,380.67
11,13.11,70.47,0,1,69.8,0,366.4
10,59.36,47.89,0,1,19.94,1,1100.43
10,47.38,100.0,1,0,61.76,2,526.79
8,47.53,59.46,0,1,29.85,1,970.17
10,33.93,90.55,2,0,59.14,2,533.73
16,23.49,88.84,1,0,70.09,2,419.85
19,22.13,46.81,1,0,40.61,2,812.37
18,54.04,51.95,2,0,12.18,1,1190.86
16,19.86,65.97,1,0,58.37,2,584.56
9,44.65,54.69,0,0,27.54,1,1053.01
11,46.07,100.0,1,1,55.26,2,634.83
12,14.68,68.0,0,0,53.54,2,599.18
11,32.57,89.79,0,0,57.35,2,605.25
14,53.28,82.27,0,0,37.45,1,932.0
14,36.13,77.28,1,0,51.67,2,642.47
12,7.81,72.81,0,0,67.52,0,342.17
12,71.09,96.74,0,0,23.82,1,1050.98
18,35.52,55.5,0,1,35.19,1,933.36
18,17.41,100.0,0,1,85.28,0,194.42
12,75.28,46.26,0,0,12.35,1,1186.21
20,14.04,87.63,0,0,72.04,0,274.43
21,48.86,43.9,1,0,26.49,1,993.78
12,41.77,65.69,0,0,39.44,1,887.54
12,25.93,73.87,0,0,56.87,2,657.32
14,15.22,62.27,0,0,54.35,2,627.15
21,62.69,68.37,1,0,23.68,1,1105.2
19,31.96,44.26,1,0,34.32,1,906.5
9,52.88,52.25,2,0,17.59,1,1119.52
13,4.56,81.97,1,1,80.11,2,248.49
14,58.22,72.59,0,1,26.64,1,1041.47
14,64.77,58.19,0,1,28.54,1,980.69
10,51.05,98.49,0,1,49.14,2,708.27
19,22.21,47.6,1,0,38.03,1,878.57
16,33.36,64.77,0,1,43.95,2,813.22
19,43.7,61.89,1,0,37.3,1,956.18
19,33.73,84.3,0,1,53.15,2,573.13
17,28.5,72.96,0,1,54.43,2,644.52
13,65.03,69.84,0,0,27.49,1,997.84
15,23.3,35.12,1,0,27.3,1,1041.83
10,66.6,89.3,0,0,31.68,1,929.5
16,29.22,67.64,1,0,51.79,2,701.74
10,43.56,74.31,0,1,43.5,2,788.88
16,64.13,57.03,0,1,17.39,1,1098.93
11,19.07,53.88,0,0,42.53,2,764.23
9,23.89,100.0,0,0,73.41,0,324.0
10,30.87,36.54,0,0,30.91,1,1000.68
0,37.82,50.92,0,1,14.85,1,1171.46
17,75.57,100.0,0,1,30.1,1,1012.45
17,8.77,84.81,1,0,76.4,2,361.13
14,30.78,65.49,0,0,48.02,2,722.15
10,33.26,96.93,0,1,63.74,2,474.08
8,52.97,80.94,1,0,38.43,1,888.11
5,33.27,76.65,1,1,40.75,2,825.54
10,16.36,76.51,0,0,56.84,2,640.3
19,36.61,81.3,1,0,57.82,2,591.39
11,19.97,82.11,1,0,76.17,2,363.03
12,61.08,100.0,0,0,41.44,2,823.8
9,77.63,68.1,0,0,12.03,1,1202.59
10,45.95,68.72,0,0,41.19,2,820.0
14,13.59,47.26,0,1,36.46,1,909.23
15,17.69,70.96,2,1,44.06,2,752.54
11,31.76,100.0,0,0,60.43,2,521.75
8,68.78,91.69,0,0,19.72,1,1075.85
13,17.11,61.13,2,0,41.83,2,807.42
11,31.69,72.6,1,0,52.38,2,703.16
10,6.62,46.07,1,0,45.37,2,738.71
21,41.63,52.62,1,1,28.68,1,1000.89
15,13.35,74.99,1,1,64.47,2,537.08
14,14.42,62.11,1,0,59.43,2,576.93
13,64.02,51.11,0,1,17.98,1,1062.24
13,42.22,81.8,0,0,43.78,2,784.47
14,50.34,70.35,0,1,43.68,2,715.77
16,20.82,40.65,0,0,30.97,1,977.96
16,66.27,30.5,0,1,11.09,1,1203.63
10,56.53,60.6,1,0,32.96,1,935.3
14,39.85,40.23,0,0,16.75,1,1150.39
13,18.14,34.62,0,0,28.23,1,1038.07
19,67.0,94.58,1,0,34.86,1,932.58
15,14.54,70.05,1,0,65.39,2,537.57
14,43.69,66.69,2,0,27.28,1,1068.67
9,10.15,68.23,1,1,68.39,2,505.01
15,76.41,49.24,2,1,11.92,1,1205.25
9,35.92,80.22,1,1,48.84,2,679.61
12,12.92,69.39,1,0,59.7,2,562.55
9,10.24,56.85,2,1,58.09,2,616.69
16,62.14,59.85,1,0,27.34,1,1053.83
10,27.69,47.45,1,0,45.16,2,660.22
13,3.71,63.88,0,0,65.84,0,419.14
20,34.21,67.21,0,0,41.77,2,707.76
10,88.08,63.35,2,0,5.25,1,1286.44
14,26.4,73.1,1,1,64.05,2,495.54
13,85.78,70.43,1,1,18.82,1,1099.11
5,71.82,76.62,0,1,20.0,1,1135.5
18,52.83,90.86,0,1,45.84,2,710.54
8,19.59,83.86,0,0,56.46,2,602.22
14,53.58,91.09,1,1,51.33,2,636.04
15,34.75,55.05,2,1,31.28,1,976.81
15,40.06,61.83,0,1,41.4,2,811.94
16,24.18,85.07,1,1,71.01,2,401.59
11,26.87,85.43,0,1,63.83,2,533.28
2,45.77,58.43,0,0,17.04,1,1147.22
17,45.38,84.23,0,1,46.11,2,728.07
14,5.8,53.13,1,0,51.64,2,649.86
18,61.1,81.62,2,0,37.04,1,928.76
18,33.12,71.47,0,0,43.33,2,780.19
19,21.8,44.31,0,0,33.11,1,948.68
14,65.34,63.32,1,0,19.41,1,1123.18
12,35.06,100.0,0,1,68.43,0,401.19
18,32.15,76.06,2,1,50.22,2,693.64
13,50.88,100.0,2,0,34.95,1,921.37
10,29.89,43.12,0,0,23.24,1,1106.04
19,5.67,87.01,0,1,72.8,0,352.38
19,18.23,21.31,0,0,9.17,1,1303.3
13,65.28,72.0,0,0,25.42,1,997.91
8,13.91,84.62,1,0,69.33,2,469.13
13,51.8,88.76,0,1,39.61,1,909.27
18,48.65,56.01,2,0,26.51,1,1062.03
20,55.82,92.78,1,1,40.49,2,786.52
10,36.27,61.33,2,0,34.68,1,892.98
8,17.1,68.72,0,0,45.28,2,782.86
19,31.29,63.33,1,0,45.52,2,719.3
13,32.63,49.27,1,0,44.69,2,734.89
14,71.34,100.0,0,0,32.53,1,1021.67
22,57.64,72.96,0,0,28.6,1,968.57
8,20.29,93.75,2,0,50.15,2,702.74
16,54.47,92.89,0,0,38.92,1,860.37
8,9.44,52.64,0,1,45.37,2,712.23
12,42.88,96.32,2,1,59.54,2,570.56
18,38.78,82.07,0,1,56.0,2,628.25
13,20.37,51.18,0,1,37.66,1,926.58
23,10.22,80.98,1,0,53.81,2,666.77
14,18.17,51.54,1,0,48.06,2,682.11
12,18.93,100.0,0,0,80.25,0,202.73
10,16.97,88.28,1,0,76.64,2,350.1
12,51.52,70.58,1,0,36.19,1,926.2
12,5.53,97.3,1,1,100.0,2,73.83
8,63.89,40.36,1,1,8.88,1,1134.47
12,17.4,57.01,0,0,52.01,2,601.02
13,46.25,66.95,1,0,37.39,1,894.11
17,52.46,100.0,0,0,47.17,2,739.57
16,62.54,50.59,2,1,23.09,1,1045.83
16,52.99,37.85,0,0,17.17,1,1165.96
1,23.82,43.11,0,0,27.89,1,970.41
10,20.97,90.12,0,1,69.64,0,371.97
16,52.14,60.12,1,1,35.39,1,933.15
14,57.13,68.82,0,0,33.7,1,959.67
0,37.2,87.26,1,0,38.05,1,863.21
18,15.67,68.84,2,0,51.36,2,617.31
17,37.43,76.08,0,1,49.2,2,711.41
14,45.56,82.7,0,0,46.07,2,681.37
8,15.1,63.39,2,1,45.6,2,709.69
17,46.14,68.67,0,0,32.43,1,1002.57
15,26.65,76.84,0,0,56.06,2,612.36
18,25.28,89.36,0,1,78.07,0,274.28
17,41.75,56.15,0,0,37.98,1,913.02
18,61.93,11.59,0,0,8.38,1,1267.1
14,53.88,85.59,1,0,42.46,2,769.86
9,50.15,90.55,0,1,58.04,2,556.46
16,90.1,76.0,1,0,13.43,1,1269.41
15,62.94,77.37,0,0,28.86,1,994.88
17,42.42,60.71,0,0,36.06,1,927.23
10,30.82,82.0,0,0,54.43,2,640.0
10,56.9,89.06,2,1,38.25,1,875.06
19,50.56,73.13,0,0,35.51,1,911.15
17,13.27,100.0,0,0,90.24,0,161.72
20,30.53,40.73,0,0,24.56,1,1033.13
17,12.77,75.26,0,1,61.56,2,553.65
15,15.79,48.51,0,0,42.06,2,802.15
16,24.32,89.6,0,1,74.73,0,296.76
19,30.36,40.37,0,0,20.41,1,1102.25
15,27.33,45.32,2,0,29.19,1,1028.45
15,25.69,59.34,0,0,50.8,2,666.26
9,42.93,77.32,1,0,42.52,2,707.47
14,39.13,60.09,0,0,35.16,1,973.21
17,68.16,60.29,0,0,26.63,1,1001.16
11,52.44,68.38,2,0,30.06,1,995.79
10,44.75,67.16,1,1,40.22,2,757.81
12,61.04,100.0,1,1,44.97,2,725.08
11,18.29,85.72,1,0,81.17,2,292.87
10,52.04,65.51,2,0,27.26,1,1028.09
13,25.14,100.0,1,1,89.45,2,180.24
20,64.41,81.83,0,0,27.38,1,1080.88
14,45.4,52.62,0,1,31.75,1,969.72
10,24.14,77.13,1,0,67.67,2,494.35
8,70.28,82.71,1,1,22.66,1,1077.82
16,52.45,58.25,1,0,25.75,1,1070.97
12,32.9,50.95,0,0,36.56,1,848.3
18,83.94,73.73,2,0,9.99,1,1208.92
16,73.06,64.8,1,0,16.96,1,1130.79
18,37.5,100.0,1,0,71.39,2,407.46
11,5.78,86.82,0,0,88.19,0,157.24
16,31.7,59.18,2,0,35.61,1,940.33
11,53.21,80.52,1,0,41.49,2,779.95
21,29.01,97.34,1,0,62.5,2,528.49
15,17.8,44.12,2,0,31.53,1,1044.88
12,42.85,51.54,2,0,27.62,1,1028.32
11,26.11,71.78,0,0,52.93,2,578.03
10,54.72,72.71,2,0,27.82,1,1039.22
16,7.55,70.96,1,1,79.4,2,344.01
10,68.23,65.78,0,1,22.23,1,1117.99
15,58.71,65.48,0,0,39.98,1,888.21
11,9.96,79.69,0,0,72.79,0,299.37
16,18.83,94.68,1,0,70.8,2,457.07
18,33.17,62.38,1,0,40.3,2,799.37
18,66.79,100.0,0,0,35.87,1,950.95
17,25.48,100.0,1,0,78.76,2,381.37
10,37.66,98.59,1,0,64.7,2,499.96
8,55.73,84.45,1,0,28.76,1,1031.11
16,42.75,100.0,2,0,49.14,2,721.32
12,33.08,66.2,1,0,49.7,2,688.36
13,18.78,55.35,0,0,46.88,2,776.16
6,52.5,61.48,1,0,17.39,1,1172.71
11,70.59,51.94,2,0,17.78,1,1119.13
7,52.06,74.44,0,0,24.38,1,1065.28
19,35.41,78.0,2,0,43.0,2,789.86
11,49.34,76.02,0,0,40.19,2,855.27
14,34.79,71.75,0,1,44.46,2,765.14
7,52.94,74.66,1,0,27.59,1,1027.65
16,45.91,100.0,1,0,61.41,2,580.99
12,44.46,84.4,1,0,48.76,2,688.27
20,32.8,90.45,0,0,53.75,2,605.29
19,41.32,75.82,1,1,49.68,2,704.94
12,24.44,39.69,1,1,37.03,1,894.27
20,47.03,35.72,0,0,12.45,1,1282.05
23,33.0,100.0,1,0,51.33,2,671.69
18,30.78,61.36,1,0,42.05,2,796.68
19,89.17,59.66,0,1,10.46,1,1205.68
11,6.27,76.91,0,1,83.38,0,237.44
15,47.94,83.01,0,0,38.99,1,881.37
8,10.77,85.54,1,0,71.21,2,421.74
8,37.11,100.0,0,1,60.72,2,548.34
23,55.79,100.0,0,0,31.07,1,938.43
12,18.29,55.78,0,0,48.39,2,691.86
17,9.02,91.37,0,0,83.39,0,215.7
18,49.64,64.32,0,0,27.11,1,978.38
19,20.8,69.25,0,1,52.43,2,681.53
23,16.77,50.12,0,1,36.3,1,906.37
11,30.29,38.14,0,0,28.16,1,1019.43
7,81.1,71.37,2,0,18.44,1,1061.7
13,32.41,52.88,0,0,26.89,1,1034.11
9,27.92,90.56,2,0,60.64,2,521.03
6,29.19,66.38,1,0,32.95,1,944.05
12,16.05,78.17,0,0,61.24,2,498.04
18,29.27,99.35,0,1,80.46,0,208.04
15,67.02,42.29,2,0,11.28,1,1209.77
12,18.05,57.51,1,0,50.09,2,670.82
16,19.45,75.62,0,0,62.63,2,555.03
11,19.72,78.25,0,0,52.06,2,599.29
4,13.55,94.07,0,0,63.7,2,514.08
17,66.24,89.34,1,0,42.7,2,764.63
15,57.75,73.94,2,0,32.69,1,943.97
17,35.63,78.07,0,0,52.31,2,624.89
7,62.51,78.62,0,0,23.97,1,1095.37
19,25.28,42.61,0,0,23.28,1,1132.12
15,31.19,68.87,2,0,48.62,2,645.15
15,47.41,76.97,1,0,49.11,2,663.01
15,35.0,81.17,2,0,49.73,2,653.06
19,55.77,53.51,0,0,22.97,1,1065.89
15,62.56,46.62,1,0,20.7,1,1139.24
15,11.78,67.31,0,0,56.75,2,614.78
23,70.41,100.0,2,0,31.15,1,971.59
17,40.08,55.62,0,0,31.9,1,967.72
